1,Source 1: 16項貨物・キャッチオール規制対象品目表,https://www.meti.go.jp/policy/anpo/law_document/tutatu/t07sonota/t07sonota_kanzeiteiritu.pdf,,,,
73,,,− 第25.15項又は第25.16項の岩石の粒、破片及び粉（熱処理をしてあるかないかを問わない。）,,,
74,2517.41,0,−− 大理石のもの,,MT,
75,2517.49,0,−− その他のもの,,MT,
76,25.18,,ドロマイト（粗削りしたもの及びのこぎりでひくことその他の方法により長方形（正方形を含む。）の塊状又は板状に単に切つたものを含むものとし、焼いてあるかないか又は焼結してあるかないかを問わない。）及びドロマイトラミングミックス,,,
77,2518.1,0,− ドロマイト（焼いたもの及び焼結したものを除く。）,,MT,
78,2518.2,0,− ドロマイト（焼いたもの及び焼結したものに限る。）,,MT,
79,2518.3,0,− ドロマイトラミングミックス,,MT,
80,25.19,,天然の炭酸マグネシウム（マグネサイト）並びに溶融マグネシア、焼結マグネシア（焼結前に他の酸化物を少量加えてあるかないかを問わない。）及びその他の酸化マグネシウム（純粋であるかないかを問わない。）,,,
81,2519.1,0,− 天然の炭酸マグネシウム（マグネサイト）,,MT,
82,2519.9,,− その他のもの,,,
83,,,−− 酸化マグネシウム,,,
84,,110,−−− マグネシアクリンカー,,KG,
85,,190,−−− その他のもの,,KG,
86,,900,−− その他のもの,,MT,
87,25.2,,天然石膏及び天然無水石膏並びに天然石膏を焼いたもの又は硫酸カルシウムから成るプラスター（着色してあるかないか又は少量の促進剤若しくは遅緩剤を加えてあるかないかを問わない。）,,,
88,2520.1,0,− 天然石膏及び天然無水石膏,,MT,
89,2520.2,0,− プラスター,,MT,
90,25.21,,,,,
91,2521,0,石灰石その他の石灰質の岩石（石灰又はセメントの製造に使用する種類のものに限る。）,,MT,
92,25.22,,生石灰、消石灰及び水硬性石灰（第28.25項の酸化カルシウム及び水酸化カルシウムを除く。）,,,
93,2522.1,0,− 生石灰,,MT,
94,2522.2,0,− 消石灰,,MT,
95,2522.3,0,− 水硬性石灰,,MT,
96,25.23,,ポートランドセメント、アルミナセメント、スラグセメント、スーパーサルフェートセメントその他これらに類する水硬性セメント（着色してあるかないか又はクリンカー状であるかないかを問わない。）,,,
97,2523.1,0,− セメントクリンカー,,MT,
98,,,− ポートランドセメント,,,
99,2523.21,0,−− 白色セメント（人工着色をしてあるかないかを問わない。）,,MT,
100,2523.29,0,−− その他のもの,,MT,
101,2523.3,0,− アルミナセメント,,MT,
102,2523.9,0,− その他の水硬性セメント,,MT,
103,25.24,,石綿,,,
104,2524.1,0,− クロシドライト,,MT,ET
105,2524.9,0,− その他のもの,,MT,ET
106,25.25,,雲母（はく離雲母を含む。）及びそのくず,,,
107,2525.1,0,− 粗のもの及びシート状又は片状にしたもの,,MT,
108,2525.2,0,− 粉,,MT,
109,2525.3,0,− くず,,MT,
110,25.26,,ステアタイト（天然のものに限るものとし、粗削りしてあるかないか又はのこぎりでひくことその他の方法により長方形（正方形を含む。）の塊状若しくは板状に単に切つてあるかないかを問わない。）及びタルク,,,
111,2526.1,0,− 破砕してなく、かつ、粉状にしてないもの,,MT,
112,2526.2,0,− 破砕し又は粉状にしたもの,,MT,
113,25.28,,,,,
114,2528,0,天然ほう酸塩及びその精鉱（焼いてあるかないかを問わないものとし、天然かん水から分離したものを除く。）並びに天然ほう酸でオルトほう酸の含有量が乾燥状態において全重量の85％以下のもの,,MT,
115,25.29,,長石、白榴石、ネフェリン、ネフェリンサイアナイト及びほたる石,,,
116,2529.1,0,− 長石,,MT,
117,,,− ほたる石,,,
118,2529.21,0,−− ふつ化カルシウムの含有量が全重量の97％以下のもの,,MT,
119,2529.22,0,−− ふつ化カルシウムの含有量が全重量の97％を超えるもの,,MT,
120,2529.3,0,− 白榴石、ネフェリン及びネフェリンサイアナイト,,MT,
121,25.3,,鉱物（他の項に該当するものを除く。）,,,
122,2530.1,0,− 蛭石、真珠岩及び緑泥岩（膨脹させてないものに限る。）,,MT,
123,2530.2,0,− キーゼル石及び瀉利塩（天然の硫酸マグネシウム）,,MT,
124,2530.9,0,− その他のもの,,MT,
125,,,,,,
126,第5部　鉱物性生産品,,,,,
127,  第26類　鉱石、スラグ及び灰,,,,,
128,,,,,,
129,統計番号,,品名,単位,,他法令
130,Statistical code,,Description,Unit,,Law
131,番号,,,I,II,
132,H.S. code,,,,,
133,26.01,,鉄鉱（精鉱及び焼いた硫化鉄鉱を含む。）,,,
134,,,− 鉄鉱（精鉱を含むものとし、焼いた硫化鉄鉱を除く。）,,,
135,2601.11,0,−− 凝結させてないもの,,MT,
136,2601.12,0,−− 凝結させたもの,,MT,
137,2601.2,0,− 焼いた硫化鉄鉱,,MT,
138,26.02,,,,,
139,2602,0,マンガン鉱（精鉱を含む。）及び含鉄マンガン鉱（精鉱を含むものとし、マンガンの含有量が乾燥状態において全重量の20％以上のものに限る。）,,MT,
140,26.03,,,,,
141,2603,0,銅鉱（精鉱を含む。）,,MT,
142,26.04,,,,,
143,2604,0,ニッケル鉱（精鉱を含む。）,,MT,
144,26.05,,,,,
145,2605,0,コバルト鉱（精鉱を含む。）,,MT,
146,26.06,,,,,
147,2606,0,アルミニウム鉱（精鉱を含む。）,,MT,
148,26.07,,,,,
149,2607,0,鉛鉱（精鉱を含む。）,,MT,
150,26.08,,,,,
151,2608,0,亜鉛鉱（精鉱を含む。）,,MT,
152,26.09,,,,,
153,2609,0,すず鉱（精鉱を含む。）,,MT,
154,26.1,,,,,
155,2610,0,クロム鉱（精鉱を含む。）,,MT,
156,26.11,,,,,
157,2611,0,タングステン鉱（精鉱を含む。）,,MT,
158,26.12,,ウラン鉱及びトリウム鉱（精鉱を含む。）,,,
159,2612.1,0,− ウラン鉱（精鉱を含む。）,,MT,ET
160,2612.2,0,− トリウム鉱（精鉱を含む。）,,MT,ET
161,26.13,,モリブデン鉱（精鉱を含む。）,,,
162,2613.1,0,− 焼いたもの,,MT,
163,2613.9,0,− その他のもの,,MT,
164,26.14,,,,,
165,2614,0,チタン鉱（精鉱を含む。）,,MT,
166,26.15,,ニオブ鉱、タンタル鉱、バナジウム鉱及びジルコニウム鉱（精鉱を含む。）,,,
167,2615.1,0,− ジルコニウム鉱（精鉱を含む。）,,MT,
168,2615.9,0,− その他のもの,,MT,
169,26.16,,貴金属鉱（精鉱を含む。）,,,
170,2616.1,0,− 銀鉱（精鉱を含む。）,,MT,
171,2616.9,0,− その他のもの,,MT,
172,26.17,,その他の鉱（精鉱を含む。）,,,
173,2617.1,0,− アンチモン鉱（精鉱を含む。）,,MT,
174,2617.9,0,− その他のもの,,MT,ET
175,26.18,,,,,
176,2618,0,粒状スラグ（スラグサンド。鉄鋼製造の際に生ずるものに限る。）,,MT,ET
177,26.19,,,,,
178,2619,0,スラグ、ドロス（粒状スラグを除く。）、スケールその他のくず（鉄鋼製造の際に生ずるものに限る。）,,MT,ET
179,26.2,,スラグ、灰及び残留物（砒素、金属又はこれらの化合物を含有するものに限るものとし、鉄鋼製造の際に生ずるものを除く。）,,,
180,,,− 亜鉛を主成分とするもの,,,
181,2620.11,0,−− ハードジンクスペルター,,MT,ET
182,2620.19,0,−− その他のもの,,MT,ET
183,,,− 鉛を主成分とするもの,,,
184,2620.21,0,−− 加鉛ガソリンの汚泥及び鉛アンチノック剤の汚泥,,MT,ET
185,2620.29,0,−− その他のもの,,MT,ET
186,2620.3,0,− 銅を主成分とするもの,,MT,ET
187,2620.4,0,− アルミニウムを主成分とするもの,,MT,ET
188,2620.6,0,− 砒素、水銀、タリウム又はこれらの混合物を含有するもので、砒素若しくはこれらの金属の抽出又はこれらの化合物の製造原料に使用する種類のもの,,MT,ET
189,,,− その他のもの,,,
190,2620.91,0,−− アンチモン、ベリリウム、カドミウム、クロム又はこれらの混合物を含有するもの,,MT,ET
191,2620.99,0,−− その他のもの,,MT,ET
192,26.21,,その他のスラグ及び灰（海草の灰（ケルプ）を含む。）並びに都市廃棄物の焼却によつて生じた灰及び残留物,,,
193,2621.1,0,− 都市廃棄物の焼却によつて生じた灰及び残留物,,MT,ET
194,2621.9,0,− その他のもの,,MT,ET
195,,,,,,
196,第5部　鉱物性生産品,,,,,
197,  第27類　鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,,,,,
198,,,,,,
199,統計番号,,品名,単位,,他法令
200,Statistical code,,Description,Unit,,Law
201,番号,,,I,II,
202,H.S. code,,,,,
203,27.01,,石炭及び練炭、豆炭その他これらに類する固形燃料で石炭から製造したもの,,,
204,,,− 石炭（粉状にしてあるかないかを問わないものとし、凝結させたものを除く。）,,,
205,2701.11,0,−− 無煙炭,,MT,ET
206,2701.12,0,−− 歴青炭,,MT,
207,2701.19,0,−− その他の石炭,,MT,
208,2701.2,0,− 練炭、豆炭その他これらに類する固形燃料で石炭から製造したもの,,MT,
209,27.02,,亜炭（凝結させてあるかないかを問わないものとし、黒玉を除く。）,,,
210,2702.1,0,− 亜炭（粉状にしてあるかないかを問わないものとし、凝結させたものを除く。）,,MT,
211,2702.2,0,− 亜炭（凝結させたものに限る。）,,MT,
212,27.03,,,,,
213,2703,0,泥炭（ピートリッターを含むものとし、凝結させてあるかないかを問わない。）,,MT,
214,27.04,,,,,
215,2704,0,コークス及び半成コークス（石炭、亜炭又は泥炭から製造したものに限るものとし、凝結させてあるかないかを問わない。）並びにレトルトカーボン,,MT,
216,27.05,,,,,
217,2705,0,石炭ガス、水性ガス、発生炉ガスその他これらに類するガス（石油ガスその他のガス状炭化水素を除く。）,,MT,
218,27.06,,,,,
219,2706,0,石炭、亜炭又は泥炭を乾留して得たタールその他の鉱物性タール（再生タールを含むものとし、脱水してあるかないか又は蒸留により成分の一部を除いてあるかないかを問わない。）,,KG,
220,27.07,,高温コールタールの蒸留物及びこれに類する物品で芳香族成分の重量が非芳香族成分の重量を超えるもの,,,
221,2707.1,0,− ベンゾール（ベンゼン）,,KG,
222,2707.2,0,− トルオール（トルエン）,,KG,ET
223,,,,,,NA
224,2707.3,0,− キシロール（キシレン）,,KG,
225,2707.4,0,− ナフタレン,,KG,
226,2707.5,0,− その他の芳香族炭化水素混合物で、ISO 3405の方法（ASTM D 86の方法と同等の方法）による温度250度における減失量加算留出容量が全容量の65％以上のもの,,KG,
227,,,− その他のもの,,,
228,2707.91,0,−− クレオソート油,,KG,
229,2707.99,0,−− その他のもの,,KG,
230,27.08,,ピッチ及びピッチコークス（コールタールその他の鉱物性タールから得たものに限る。）,,,
231,2708.1,0,− ピッチ,,MT,
232,2708.2,0,− ピッチコークス,,MT,
233,27.09,,,,,
234,2709,0,石油及び歴青油（原油に限る。）,KL,KG,
235,27.1,,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,,,
236,,,− 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、バイオディーゼルを含有するもの及び他の号に該当するものを除く。）,,,
237,2710.12,,−− 軽質油及びその調製品,,,
238,,,−−− 揮発油,,,
239,,110,−−−− ピストン式内燃機関の燃料用のもの,KL,KG,
240,,190,−−−− その他のもの,KL,KG,ET
241,,200,−−− 灯油,KL,KG,
242,,900,−−− その他のもの,KL,KG,ET
243,2710.19,,−− その他のもの,,,
244,,100,−−− 灯油,KL,KG,
245,,200,−−− 軽油,KL,KG,
246,,300,−−− 重油,KL,KG,
247,,,−−− 潤滑油,,,
248,,510,−−−− 絶縁油,KL,KG,ET
249,,520,−−−− 焼入油、作動油、防錆油その他主として潤滑の用に供しない油（絶縁油を除く。）,KL,KG,ET
250,,590,−−−− その他のもの,KL,KG,ET
251,,600,−−− グリース,,KG,ET
252,,900,−−− その他のもの,KL,KG,ET
253,2710.2,,− 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,,,
254,,100,−− 揮発油,KL,KG,ET
255,,200,−− 灯油,KL,KG,
256,,300,−− 軽油,KL,KG,
257,,400,−− 重油,KL,KG,
258,,,−− 潤滑油,,,
259,,510,−−− 絶縁油,KL,KG,ET
260,,520,−−− 焼入油、作動油、防錆油その他主として潤滑の用に供しない油（絶縁油を除く。）,KL,KG,ET
261,,590,−−− その他のもの,KL,KG,ET
262,,600,−− グリース,,KG,ET
263,,900,−− その他のもの,KL,KG,ET
264,,,− 廃油,,,
265,2710.91,0,−− ポリ塩化ビフェニル（PCB）、ポリ塩化テルフェニル（PCT）又はポリ臭化ビフェニル（PBB）を含むもの,KL,KG,ET
266,2710.99,0,−− その他のもの,KL,KG,ET
267,27.11,,石油ガスその他のガス状炭化水素,,,
268,,,− 液化したもの,,,
269,2711.11,0,−− 天然ガス,,MT,
270,2711.12,0,−− プロパン,,MT,
271,2711.13,0,−− ブタン,,MT,
272,2711.14,0,−− エチレン、プロピレン、ブチレン及びブタジエン,,MT,
273,2711.19,0,−− その他のもの,,MT,
274,,,− ガス状のもの,,,
275,2711.21,0,−− 天然ガス,,MT,
276,2711.29,0,−− その他のもの,,MT,
277,27.12,,ペトロラタム並びにパラフィンろう、ミクロクリスタリン石油ワックス、スラックワックス、オゾケライト、モンタンろう、泥炭ろうその他の鉱物性ろう及びこれらに類する物品で合成その他の方法により得たもの（着色してあるかないかを問わない。）,,,
278,2712.1,0,− ペトロラタム,,KG,
279,2712.2,0,− パラフィンろう（油の含有量が全重量の0.75％未満のものに限る。）,,KG,
280,2712.9,0,− その他のもの,,KG,
281,27.13,,石油コークス、石油アスファルトその他の石油又は歴青油の残留物,,,
282,,,− 石油コークス,,,
283,2713.11,0,−− 焼いてないもの,,MT,
284,2713.12,0,−− 焼いたもの,,MT,
285,2713.2,0,− 石油アスファルト,,MT,
286,2713.9,0,− その他の石油又は歴青油の残留物,,MT,ET
287,27.14,,天然ビチューメン、天然アスファルト、歴青質頁岩、油母頁岩、タールサンド、アスファルタイト及びアスファルチックロック,,,
288,2714.1,0,− 歴青質頁岩、油母頁岩及びタールサンド,,MT,
289,2714.9,0,− その他のもの,,MT,
290,27.15,,,,,
291,2715,0,歴青質混合物（天然アスファルト、天然ビチューメン、石油アスファルト、鉱物性タール又は鉱物性タールピッチをもととしたものに限る。例えば、マスチック及びカットバック）,,MT,
292,,,,,,
293,第6部　化学工業（類似の工業を含む。）の生産品,,,,,
294,  第28類　無機化学品及び貴金属、希土類金属、放射性元素又は同位元素の無機又は有機の化合物,,,,,
295,,,,,,
296,統計番号,,品名,単位,,他法令
297,Statistical code,,Description,Unit,,Law
298,番号,,,I,II,
299,H.S. code,,,,,
300,,,第1節 元素,,,
301,28.01,,ふつ素、塩素、臭素及びよう素,,,
302,2801.1,0,− 塩素,,KG,
303,2801.2,0,− よう素,,KG,
304,2801.3,0,− ふつ素及び臭素,,KG,
305,28.02,,,,,
306,2802,0,昇華硫黄、沈降硫黄及びコロイド硫黄,,KG,
307,28.03,,,,,
308,2803,0,炭素（カーボンブラックその他の形態の炭素で、他の項に該当するものを除く。）,,KG,
309,28.04,,水素、希ガスその他の非金属元素,,,
310,2804.1,0,− 水素,,KG,ET
311,,,− 希ガス,,,
312,2804.21,0,−− アルゴン,,KG,
313,2804.29,0,−− その他のもの,,KG,
314,2804.3,0,− 窒素,,KG,
315,2804.4,0,− 酸素,,KG,ET
316,2804.5,0,− ほう素及びテルル,,KG,ET
317,,,− けい素,,,
318,2804.61,0,−− けい素の含有量が全重量の99.99％以上のもの,,KG,ET
319,2804.69,0,−− その他のもの,,KG,ET
320,2804.7,0,− りん,,KG,ET
321,2804.8,0,− 砒素,,KG,ET
322,2804.9,0,− セレン,,KG,ET
323,28.05,,アルカリ金属及びアルカリ土類金属並びに希土類金属、スカンジウム及びイットリウム（これらの相互の混合物又は合金にしてあるかないかを問わない。）並びに水銀,,,
324,,,− アルカリ金属及びアルカリ土類金属,,,
325,2805.11,0,−− ナトリウム,,KG,
326,2805.12,0,−− カルシウム,,KG,ET
327,2805.19,0,−− その他のもの,,KG,ET
328,2805.3,0,− 希土類金属、スカンジウム及びイットリウム（これらの相互の混合物又は合金にしてあるかないかを問わない。）,,KG,ET
329,2805.4,0,− 水銀,,KG,ET
330,,,第2節 無機酸及び無機非金属酸化物,,,
331,28.06,,塩化水素（塩酸）及びクロロ硫酸,,,
332,2806.1,0,− 塩化水素（塩酸）,,KG,ET
333,,,,,,NA
334,2806.2,0,− クロロ硫酸,,KG,
335,28.07,,,,,
336,2807,0,硫酸及び発煙硫酸,,KG,ET
337,,,,,,NA
338,28.08,,,,,
339,2808,0,硝酸及び硫硝酸,,KG,ET
340,28.09,,五酸化二りん、りん酸及びポリりん酸（ポリりん酸については、化学的に単一であるかないかを問わない。）,,,
341,2809.1,0,− 五酸化二りん,,KG,
342,2809.2,0,− りん酸及びポリりん酸,,KG,
343,28.1,,,,,
344,2810,0,ほう素の酸化物及びほう酸,,KG,ET
345,28.11,,その他の無機酸及び無機非金属酸化物,,,
346,,,− その他の無機酸,,,
347,2811.11,0,−− ふつ化水素（ふつ化水素酸）,,KG,ET
348,2811.12,0,−− シアン化水素（シアン化水素酸）,,KG,ET
349,2811.19,0,−− その他のもの,,KG,ET
350,,,− その他の無機非金属酸化物,,,
351,2811.21,0,−− 二酸化炭素,,KG,
352,2811.22,0,−− 二酸化けい素,,KG,ET
353,2811.29,0,−− その他のもの,,KG,ET
354,,,第3節 非金属のハロゲン化合物及び硫黄化合物,,,
355,28.12,,非金属のハロゲン化物及びハロゲン化酸化物,,,
356,,,− 塩化物及び塩化酸化物,,,
357,2812.11,0,−−二塩化カルボニル（ホスゲン）,,KG,ET
358,2812.12,0,−−オキシ塩化りん,,KG,ET
359,2812.13,0,−−三塩化りん,,KG,ET
360,2812.14,0,−−五塩化りん,,KG,ET
361,2812.15,0,−−一塩化硫黄,,KG,ET
362,2812.16,0,−−二塩化硫黄,,KG,ET
363,2812.17,0,−−塩化チオニル,,KG,ET
364,2812.19,0,−−その他のもの,,KG,ET
365,2812.9,0,− その他のもの,,KG,ET
366,28.13,,非金属硫化物及び商慣行上三硫化りんとして取引する物品,,,
367,2813.1,0,− 二硫化炭素,,KG,
368,2813.9,0,− その他のもの,,KG,ET
369,,,第4節 無機塩基並びに金属の酸化物、水酸化物及び過酸化物,,,
370,28.14,,無水アンモニア及びアンモニア水,,,
371,2814.1,0,− 無水アンモニア,,KG,
372,2814.2,0,− アンモニア水,,KG,
373,28.15,,水酸化ナトリウム（かせいソーダ）、水酸化カリウム（かせいカリ）及びナトリウム又はカリウムの過酸化物,,,
374,,,− 水酸化ナトリウム（かせいソーダ）,,,
375,2815.11,0,−− 固体のもの,,KG,
376,2815.12,0,−− 水溶液のもの（ソーダ液）,,KG,
377,2815.2,0,− 水酸化カリウム（かせいカリ）,,KG,
378,2815.3,0,− ナトリウム又はカリウムの過酸化物,,KG,
379,28.16,,マグネシウムの水酸化物及び過酸化物並びにストロンチウム又はバリウムの酸化物、水酸化物及び過酸化物,,,
380,2816.1,0,− マグネシウムの水酸化物及び過酸化物,,KG,ET
381,2816.4,0,− ストロンチウム又はバリウムの酸化物、水酸化物及び過酸化物,,KG,ET
382,28.17,,,,,
383,2817,0,酸化亜鉛及び過酸化亜鉛,,KG,
384,28.18,,人造コランダム（化学的に単一であるかないかを問わない。）、酸化アルミニウム及び水酸化アルミニウム,,,
385,2818.1,0,− 人造コランダム（化学的に単一であるかないかを問わない。）,,KG,
386,2818.2,0,− 酸化アルミニウム（人造コランダムを除く。）,,KG,
387,2818.3,0,− 水酸化アルミニウム,,KG,
388,28.19,,クロムの酸化物及び水酸化物,,,
389,2819.1,0,− 三酸化クロム,,KG,ET
390,2819.9,0,− その他のもの,,KG,ET
391,28.2,,マンガンの酸化物,,,
392,2820.1,0,− 二酸化マンガン,,KG,
393,2820.9,0,− その他のもの,,KG,
394,28.21,,アースカラーで三酸化二鉄として計算した化合鉄分が全重量の70％以上のもの並びに鉄の酸化物及び水酸化物,,,
395,2821.1,0,− 鉄の酸化物及び水酸化物,,KG,ET
396,2821.2,0,− アースカラー,,KG,
397,28.22,,,,,
398,2822,0,コバルトの酸化物及び水酸化物並びに商慣行上酸化コバルトとして取引する物品,,KG,
399,28.23,,,,,
400,2823,0,チタンの酸化物,,KG,
401,28.24,,鉛の酸化物、鉛丹及びオレンジ鉛,,,
402,2824.1,0,− 一酸化鉛（リサージ）,,KG,ET
403,2824.9,0,− その他のもの,,KG,ET
404,28.25,,ヒドラジン及びヒドロキシルアミン並びにこれらの無機塩並びにその他の無機塩基、金属酸化物、金属水酸化物及び金属過酸化物,,,
405,2825.1,0,− ヒドラジン及びヒドロキシルアミン並びにこれらの無機塩,,KG,ET
406,2825.2,0,− 酸化リチウム及び水酸化リチウム,,KG,ET
407,2825.3,0,− バナジウムの酸化物及び水酸化物,,KG,ET
408,2825.4,0,− ニッケルの酸化物及び水酸化物,,KG,ET
409,2825.5,0,− 銅の酸化物及び水酸化物,,KG,
410,2825.6,0,− ゲルマニウムの酸化物及び二酸化ジルコニウム,,KG,ET
411,2825.7,0,− モリブデンの酸化物及び水酸化物,,KG,
412,2825.8,0,− アンチモンの酸化物,,KG,
413,2825.9,0,− その他のもの,,KG,ET
414,,,第5節 無機酸の金属塩及び金属ペルオキシ塩,,,
415,28.26,,ふつ化物及びフルオロけい酸塩、フルオロアルミン酸塩その他のふつ素錯塩,,,
416,,,− ふつ化物,,,
417,2826.12,0,−− アルミニウムのもの,,KG,
418,2826.19,,−− その他のもの,,,
419,,100,−−− アンモニウムのもの,,KG,ET
420,,900,−−− その他のもの,,KG,ET
